,FV_D,FV_M,FV_DATE,VISIT_CODE,WP_ID,NAICS,RegCode,INDCode,HICCode,HICPerCode,E1524Code,E2554Code,E55pCode,ConCode,Claims_Code
16809,29,6,2019-06-29,2019-06-29 2093649,2093649,812115,3,10,1,2,1,1,2,1,1
13753,25,2,2019-02-25,2019-02-25 1095872,1095872,812330,2,10,2,2,1,1,2,4,1
10215,19,6,2019-06-19,2019-06-19 2091294,2091294,812190,2,10,2,2,1,1,2,4,1
19163,6,5,2019-05-06,2019-05-06 2029237,2029237,238990,4,4,5,5,2,2,2,1,3
18670,25,10,2019-10-25,2019-10-25 2125435,2125435,236110,4,4,5,5,2,2,2,3,3
148,15,3,2019-03-15,2019-03-15 2070117,2070117,238160,1,4,4,5,2,2,2,3,2
4274,7,11,2019-11-07,2019-11-07 2114863,2114863,236110,1,4,4,5,2,2,2,3,2
768,20,2,2019-02-20,2019-02-20 1171877,1171877,337110,1,5,3,1,1,1,2,4,3
8218,20,8,2019-08-20,2019-08-20 2107825,2107825,519190,2,12,7,1,2,1,1,1,5
26252,10,10,2019-10-10,2019-10-10 429753,429753,327990,5,5,1,1,1,1,2,3,1
5581,4,1,2019-01-04,2019-01-04 2034081,2034081,238990,2,4,6,4,2,2,2,3,4
15656,29,8,2019-08-29,2019-08-29 2109715,2109715,236110,3,4,2,3,2,2,2,4,2
15206,4,6,2019-06-04,2019-06-04 2088003,2088003,448210,3,12,7,1,2,1,1,1,5
13694,19,8,2019-08-19,2019-08-19 1960455,1960455,236220,2,4,6,4,2,2,2,1,4
12559,28,10,2019-10-28,2019-10-28 1892898,1892898,325210,2,5,7,2,1,1,2,2,5
22703,23,5,2019-05-23,2019-05-23 2084490,2084490,561730,4,12,7,1,2,1,1,1,5
10787,26,9,2019-09-26,2019-09-26 1166820,1166820,623993,2,8,5,2,1,2,1,1,4
7983,1,4,2019-04-01,2019-04-01 1909766,1909766,236110,2,4,6,4,2,2,2,1,4
445,20,6,2019-06-20,2019-06-20 1153881,1153881,442210,1,12,6,1,2,1,1,4,5
23243,3,5,2019-05-03,2019-05-03 2080413,2080413,238160,4,4,5,5,2,2,2,1,3
14156,30,8,2019-08-30,2019-08-30 2110046,2110046,238210,2,4,6,4,2,2,2,3,4
6650,9,5,2019-05-09,2019-05-09 1673282,1673282,236110,2,4,6,4,2,2,2,3,4
1862,29,8,2019-08-29,2019-08-29 2097679,2097679,236110,1,4,4,5,2,2,2,3,2
19431,17,4,2019-04-17,2019-04-17 1929844,1929844,443143,4,12,7,1,2,1,1,3,5
4569,7,10,2019-10-07,2019-10-07 2102310,2102310,236110,1,4,4,5,2,2,2,1,2
22958,17,5,2019-05-17,2019-05-17 2041405,2041405,236110,4,4,5,5,2,2,2,3,3
21064,25,9,2019-09-25,2019-09-25 2117292,2117292,236220,4,4,5,5,2,2,2,1,3
6808,16,8,2019-08-16,2019-08-16 2107171,2107171,445299,2,12,7,1,2,1,1,3,5
15778,20,7,2019-07-20,2019-07-20 2098633,2098633,238160,3,4,2,3,2,2,2,3,2
11143,31,7,2019-07-31,2019-07-31 1591725,1591725,236220,2,4,6,4,2,2,2,3,4
3868,12,4,2019-04-12,2019-04-12 1314060,1314060,913910,1,11,1,1,1,2,1,3,1
22243,26,3,2019-03-26,2019-03-26 2071667,2071667,623210,4,8,7,2,1,2,1,1,5
16740,19,8,2019-08-19,2019-08-19 1817972,1817972,722512,3,9,1,2,2,1,1,1,1
23851,27,2,2019-02-27,2019-02-27 2050171,2050171,236220,4,4,5,5,2,2,2,3,3
13226,24,5,2019-05-24,2019-05-24 2012502,2012502,236110,2,4,6,4,2,2,2,1,4
26006,10,9,2019-09-10,2019-09-10 274099,274099,541212,5,12,3,1,2,1,1,4,2
15371,9,6,2019-06-09,2019-06-09 2088348,2088348,236110,3,4,2,3,2,2,2,2,2
3288,13,9,2019-09-13,2019-09-13 2113104,2113104,236220,1,4,4,5,2,2,2,2,2
16159,14,1,2019-01-14,2019-01-14 1921557,1921557,236110,3,4,2,3,2,2,2,3,2
23378,27,11,2019-11-27,2019-11-27 2109867,2109867,236220,4,4,5,5,2,2,2,2,3
17367,21,8,2019-08-21,2019-08-21 2108286,2108286,812115,3,10,1,2,1,1,2,1,1
15743,30,9,2019-09-30,2019-09-30 2119271,2119271,238160,3,4,2,3,2,2,2,3,2
12899,15,2,2019-02-15,2019-02-15 1131274,1131274,326198,2,5,7,2,1,1,2,4,5
20764,8,5,2019-05-08,2019-05-08 2052333,2052333,236220,4,4,5,5,2,2,2,1,3
5834,4,11,2019-11-04,2019-11-04 1135017,1135017,221122,2,3,1,5,1,2,1,4,1
22188,5,11,2019-11-05,2019-11-05 2107965,2107965,236210,4,4,5,5,2,2,2,1,3
26233,24,6,2019-06-24,2019-06-24 1179524,1179524,441310,5,12,3,1,2,1,1,1,2
19475,10,10,2019-10-10,2019-10-10 270665,270665,624410,4,8,7,2,1,2,1,3,5
26210,7,10,2019-10-07,2019-10-07 2121075,2121075,238140,5,4,2,4,2,2,2,3,1
26854,30,11,2019-11-30,2019-11-30 2132914,2132914,236220,5,4,2,4,2,2,2,1,1
1422,2,5,2019-05-02,2019-05-02 2024804,2024804,236110,1,4,4,5,2,2,2,1,2
12475,22,8,2019-08-22,2019-08-22 2108381,2108381,445110,2,12,7,1,2,1,1,4,5
20561,6,8,2019-08-06,2019-08-06 1620786,1620786,326150,4,5,7,2,1,1,2,2,5
20367,29,5,2019-05-29,2019-05-29 2026545,2026545,236220,4,4,5,5,2,2,2,3,3
12808,2,8,2019-08-02,2019-08-02 2047158,2047158,236110,2,4,6,4,2,2,2,1,4
5632,21,6,2019-06-21,2019-06-21 2091807,2091807,236110,2,4,6,4,2,2,2,3,4
1334,6,6,2019-06-06,2019-06-06 2085170,2085170,236220,1,4,4,5,2,2,2,2,2
26753,2,4,2019-04-02,2019-04-02 2073410,2073410,452999,5,12,3,1,2,1,1,1,2
15777,13,8,2019-08-13,2019-08-13 2105389,2105389,238160,3,4,2,3,2,2,2,1,2
21222,14,2,2019-02-14,2019-02-14 2052413,2052413,237110,4,4,5,5,2,2,2,2,3
22534,14,6,2019-06-14,2019-06-14 2046034,2046034,236220,4,4,5,5,2,2,2,1,3
24432,11,6,2019-06-11,2019-06-11 2089088,2089088,238990,5,4,2,4,2,2,2,4,1
13314,26,8,2019-08-26,2019-08-26 2102739,2102739,236220,2,4,6,4,2,2,2,1,4
1407,31,5,2019-05-31,2019-05-31 2038334,2038334,236210,1,4,4,5,2,2,2,2,2
4821,6,8,2019-08-06,2019-08-06 2102213,2102213,311611,1,5,3,1,1,1,2,1,3
2330,1,3,2019-03-01,2019-03-01 2049498,2049498,237310,1,4,4,5,2,2,2,1,2
21824,16,8,2019-08-16,2019-08-16 2083500,2083500,236110,4,4,5,5,2,2,2,2,3
25351,15,7,2019-07-15,2019-07-15 2087551,2087551,236110,5,4,2,4,2,2,2,2,1
11236,28,3,2019-03-28,2019-03-28 2052452,2052452,236110,2,4,6,4,2,2,2,4,4
12558,21,3,2019-03-21,2019-03-21 2071958,2071958,238160,2,4,6,4,2,2,2,2,4
298,16,10,2019-10-16,2019-10-16 90673,90673,212314,1,2,1,2,1,2,1,1,1
14919,2,2,2019-02-02,2019-02-02 2055558,2055558,236110,3,4,2,3,2,2,2,2,2
5594,1,4,2019-04-01,2019-04-01 1895484,1895484,236110,2,4,6,4,2,2,2,4,4
26065,6,2,2019-02-06,2019-02-06 2058689,2058689,238910,5,4,2,4,2,2,2,1,1
20091,26,7,2019-07-26,2019-07-26 2084680,2084680,236110,4,4,5,5,2,2,2,2,3
1280,22,5,2019-05-22,2019-05-22 2085256,2085256,238170,1,4,4,5,2,2,2,1,2
5470,9,4,2019-04-09,2019-04-09 2069218,2069218,236110,2,4,6,4,2,2,2,2,4
18220,4,11,2019-11-04,2019-11-04 2127305,2127305,444110,4,12,7,1,2,1,1,4,5
26078,11,6,2019-06-11,2019-06-11 2089065,2089065,238160,5,4,2,4,2,2,2,3,1
8753,21,10,2019-10-21,2019-10-21 2123094,2123094,713940,2,12,7,1,2,1,1,1,5
827,21,6,2019-06-21,2019-06-21 2081003,2081003,236110,1,4,4,5,2,2,2,1,2
16678,16,4,2019-04-16,2019-04-16 2060356,2060356,236220,3,4,2,3,2,2,2,2,2
15486,26,1,2019-01-26,2019-01-26 2056988,2056988,812115,3,10,1,2,1,1,2,3,1
18804,23,12,2019-12-23,2019-12-23 2102086,2102086,236110,4,4,5,5,2,2,2,1,3
594,1,8,2019-08-01,2019-08-01 2083330,2083330,236220,1,4,4,5,2,2,2,3,2
2982,11,6,2019-06-11,2019-06-11 1188280,1188280,811111,1,10,1,2,1,1,2,1,1
4244,24,7,2019-07-24,2019-07-24 2097537,2097537,236220,1,4,4,5,2,2,2,2,2
22776,13,3,2019-03-13,2019-03-13 2007266,2007266,236110,4,4,5,5,2,2,2,4,3
7951,6,6,2019-06-06,2019-06-06 334490,334490,721111,2,9,2,3,2,1,1,4,1
3105,26,9,2019-09-26,2019-09-26 2117443,2117443,236220,1,4,4,5,2,2,2,3,2
2750,4,10,2019-10-04,2019-10-04 2111720,2111720,236110,1,4,4,5,2,2,2,3,2
16673,28,3,2019-03-28,2019-03-28 1951636,1951636,236110,3,4,2,3,2,2,2,4,2
18897,19,9,2019-09-19,2019-09-19 2075099,2075099,236110,4,4,5,5,2,2,2,3,3
12835,5,7,2019-07-05,2019-07-05 2095641,2095641,238990,2,4,6,4,2,2,2,1,4
9086,2,8,2019-08-02,2019-08-02 2052000,2052000,236110,2,4,6,4,2,2,2,1,4
12732,12,1,2019-01-12,2019-01-12 2055822,2055822,236110,2,4,6,4,2,2,2,3,4
2995,22,11,2019-11-22,2019-11-22 1824427,1824427,327330,1,5,3,1,1,1,2,3,3
17223,1,3,2019-03-01,2019-03-01 2019091,2019091,236110,3,4,2,3,2,2,2,3,2
6296,10,9,2019-09-10,2019-09-10 2113338,2113338,238210,2,4,6,4,2,2,2,1,4
2014,17,1,2019-01-17,2019-01-17 2042183,2042183,236110,1,4,4,5,2,2,2,3,2
22500,5,2,2019-02-05,2019-02-05 2037616,2037616,236110,4,4,5,5,2,2,2,1,3
9204,16,4,2019-04-16,2019-04-16 2076188,2076188,238160,2,4,6,4,2,2,2,3,4
13100,23,5,2019-05-23,2019-05-23 2085494,2085494,236110,2,4,6,4,2,2,2,4,4
26429,6,6,2019-06-06,2019-06-06 1722958,1722958,451119,5,12,3,1,2,1,1,1,2
26382,10,5,2019-05-10,2019-05-10 2062736,2062736,236220,5,4,2,4,2,2,2,3,1
22136,31,5,2019-05-31,2019-05-31 1232427,1232427,722511,4,9,1,2,2,1,1,4,1
2308,27,3,2019-03-27,2019-03-27 2072132,2072132,236110,1,4,4,5,2,2,2,3,2
10118,9,2,2019-02-09,2019-02-09 2042116,2042116,237130,2,4,6,4,2,2,2,3,4
18857,20,3,2019-03-20,2019-03-20 2014070,2014070,236110,4,4,5,5,2,2,2,3,3
345,4,2,2019-02-04,2019-02-04 2040690,2040690,236110,1,4,4,5,2,2,2,4,2
16246,28,2,2019-02-28,2019-02-28 2065024,2065024,236110,3,4,2,3,2,2,2,4,2
8384,29,7,2019-07-29,2019-07-29 2100608,2100608,713910,2,12,7,1,2,1,1,4,5
12249,22,3,2019-03-22,2019-03-22 189917,189917,442210,2,12,7,1,2,1,1,1,5
4189,23,7,2019-07-23,2019-07-23 2087169,2087169,236220,1,4,4,5,2,2,2,1,2
24896,19,2,2019-02-19,2019-02-19 1595203,1595203,485990,5,6,1,3,1,1,2,1,1
24567,1,10,2019-10-01,2019-10-01 2119156,2119156,441220,5,12,3,1,2,1,1,3,2
286,10,1,2019-01-10,2019-01-10 2043044,2043044,236220,1,4,4,5,2,2,2,2,2
15111,25,3,2019-03-25,2019-03-25 2070833,2070833,441310,3,12,7,1,2,1,1,1,5
1058,31,7,2019-07-31,2019-07-31 2016929,2016929,237110,1,4,4,5,2,2,2,1,2
4529,16,5,2019-05-16,2019-05-16 2083000,2083000,236220,1,4,4,5,2,2,2,3,2
5658,18,12,2019-12-18,2019-12-18 1199368,1199368,445110,2,12,7,1,2,1,1,1,5
10398,12,10,2019-10-12,2019-10-12 2121510,2121510,812115,2,10,2,2,1,1,2,3,1
3961,31,7,2019-07-31,2019-07-31 2092804,2092804,237310,1,4,4,5,2,2,2,1,2
4064,5,11,2019-11-05,2019-11-05 2099202,2099202,236110,1,4,4,5,2,2,2,2,2
12028,29,4,2019-04-29,2019-04-29 1951317,1951317,326198,2,5,7,2,1,1,2,1,5
10686,30,7,2019-07-30,2019-07-30 1821300,1821300,417310,2,12,7,1,2,1,1,3,5
13623,26,8,2019-08-26,2019-08-26 2087098,2087098,236110,2,4,6,4,2,2,2,4,4
3253,25,7,2019-07-25,2019-07-25 2091337,2091337,236220,1,4,4,5,2,2,2,1,2
11420,2,3,2019-03-02,2019-03-02 2064936,2064936,236110,2,4,6,4,2,2,2,4,4
26495,10,7,2019-07-10,2019-07-10 2094766,2094766,238910,5,4,2,4,2,2,2,1,1
1935,23,9,2019-09-23,2019-09-23 2084505,2084505,236110,1,4,4,5,2,2,2,3,2
3968,21,10,2019-10-21,2019-10-21 1699245,1699245,212323,1,2,1,2,1,2,1,1,1
4440,28,8,2019-08-28,2019-08-28 2011295,2011295,236110,1,4,4,5,2,2,2,3,2
7581,4,10,2019-10-04,2019-10-04 2089336,2089336,236220,2,4,6,4,2,2,2,3,4
18920,12,2,2019-02-12,2019-02-12 1262232,1262232,623999,4,8,7,2,1,2,1,3,5
24237,28,2,2019-02-28,2019-02-28 2029507,2029507,236110,5,4,2,4,2,2,2,2,1
8646,29,5,2019-05-29,2019-05-29 2086474,2086474,332619,2,5,7,2,1,1,2,4,5
26693,25,6,2019-06-25,2019-06-25 2092609,2092609,312120,5,5,1,1,1,1,2,1,1
1399,6,5,2019-05-06,2019-05-06 2036280,2036280,236110,1,4,4,5,2,2,2,3,2
7948,13,11,2019-11-13,2019-11-13 1166414,1166414,238291,2,4,6,4,2,2,2,1,4
6977,10,7,2019-07-10,2019-07-10 2096232,2096232,236110,2,4,6,4,2,2,2,4,4
13179,17,4,2019-04-17,2019-04-17 1970611,1970611,236220,2,4,6,4,2,2,2,2,4
25288,6,3,2019-03-06,2019-03-06 2065916,2065916,722512,5,9,1,5,2,1,1,2,1
19326,28,2,2019-02-28,2019-02-28 18577,18577,335311,4,5,7,2,1,1,2,3,5
25245,28,2,2019-02-28,2019-02-28 2064545,2064545,443143,5,12,3,1,2,1,1,3,2
21112,28,8,2019-08-28,2019-08-28 2098460,2098460,236110,4,4,5,5,2,2,2,4,3
19706,9,8,2019-08-09,2019-08-09 16997,16997,333413,4,5,7,2,1,1,2,1,5
5109,9,4,2019-04-09,2019-04-09 2075545,2075545,811411,2,10,2,2,1,1,2,1,1
26373,24,1,2019-01-24,2019-01-24 1925763,1925763,236220,5,4,2,4,2,2,2,3,1
10613,10,10,2019-10-10,2019-10-10 2117383,2117383,236220,2,4,6,4,2,2,2,3,4
17571,14,8,2019-08-14,2019-08-14 1994139,1994139,236110,4,4,5,5,2,2,2,4,3
24552,25,4,2019-04-25,2019-04-25 2657,2657,212232,5,2,1,3,1,2,1,4,1
4812,1,3,2019-03-01,2019-03-01 2046158,2046158,238910,1,4,4,5,2,2,2,2,2
26869,15,4,2019-04-15,2019-04-15 2051901,2051901,453999,5,12,3,1,2,1,1,1,2
6817,18,7,2019-07-18,2019-07-18 2064588,2064588,236110,2,4,6,4,2,2,2,2,4
9316,5,2,2019-02-05,2019-02-05 2057861,2057861,236110,2,4,6,4,2,2,2,3,4
12205,8,2,2019-02-08,2019-02-08 2060512,2060512,621320,2,8,5,2,1,2,1,4,4
2806,14,5,2019-05-14,2019-05-14 2082771,2082771,562910,1,12,6,1,2,1,1,3,5
23358,28,2,2019-02-28,2019-02-28 2017252,2017252,236110,4,4,5,5,2,2,2,3,3
12802,30,7,2019-07-30,2019-07-30 2063745,2063745,236220,2,4,6,4,2,2,2,1,4
17938,22,5,2019-05-22,2019-05-22 1045039,1045039,913910,4,11,1,1,1,2,1,2,1
16674,8,7,2019-07-08,2019-07-08 1951636,1951636,236110,3,4,2,3,2,2,2,3,2
19145,25,11,2019-11-25,2019-11-25 2108027,2108027,236110,4,4,5,5,2,2,2,1,3
9884,9,7,2019-07-09,2019-07-09 2095881,2095881,722511,2,9,2,3,2,1,1,3,1
22019,19,2,2019-02-19,2019-02-19 2062940,2062940,416330,4,12,7,1,2,1,1,1,5
3657,10,9,2019-09-10,2019-09-10 2102615,2102615,236110,1,4,4,5,2,2,2,4,2
17793,3,12,2019-12-03,2019-12-03 2116645,2116645,236220,4,4,5,5,2,2,2,4,3
2356,24,4,2019-04-24,2019-04-24 2077356,2077356,238160,1,4,4,5,2,2,2,3,2
3686,26,3,2019-03-26,2019-03-26 2034602,2034602,236110,1,4,4,5,2,2,2,3,2
6803,15,2,2019-02-15,2019-02-15 2050699,2050699,237130,2,4,6,4,2,2,2,1,4
20406,24,7,2019-07-24,2019-07-24 2093570,2093570,236220,4,4,5,5,2,2,2,2,3
22435,12,8,2019-08-12,2019-08-12 429282,429282,417990,4,12,7,1,2,1,1,4,5
19660,14,2,2019-02-14,2019-02-14 68893,68893,623110,4,8,7,2,1,2,1,2,5
26735,17,8,2019-08-17,2019-08-17 2107160,2107160,236110,5,4,2,4,2,2,2,1,1
8940,6,6,2019-06-06,2019-06-06 2088450,2088450,325510,2,5,7,2,1,1,2,4,5
19775,29,8,2019-08-29,2019-08-29 68666,68666,622310,4,8,7,2,1,2,1,1,5
1972,29,10,2019-10-29,2019-10-29 2125431,2125431,236220,1,4,4,5,2,2,2,1,2
7678,3,6,2019-06-03,2019-06-03 2086880,2086880,812115,2,10,2,2,1,1,2,1,1
322,24,10,2019-10-24,2019-10-24 2091575,2091575,212315,1,2,1,2,1,2,1,1,1
25717,27,2,2019-02-27,2019-02-27 68561,68561,623310,5,8,3,1,1,2,1,1,2
22260,7,3,2019-03-07,2019-03-07 2058249,2058249,236220,4,4,5,5,2,2,2,3,3
26054,27,2,2019-02-27,2019-02-27 2043212,2043212,236220,5,4,2,4,2,2,2,1,1
15182,28,2,2019-02-28,2019-02-28 2058533,2058533,236110,3,4,2,3,2,2,2,3,2
16811,29,8,2019-08-29,2019-08-29 2109988,2109988,812115,3,10,1,2,1,1,2,1,1
12774,24,6,2019-06-24,2019-06-24 2092579,2092579,237310,2,4,6,4,2,2,2,3,4
4310,18,9,2019-09-18,2019-09-18 2092922,2092922,236110,1,4,4,5,2,2,2,3,2
15590,23,8,2019-08-23,2019-08-23 1347327,1347327,722512,3,9,1,2,2,1,1,1,1
8426,8,3,2019-03-08,2019-03-08 2018459,2018459,236210,2,4,6,4,2,2,2,3,4
23680,18,12,2019-12-18,2019-12-18 2131894,2131894,237990,4,4,5,5,2,2,2,1,3
4617,12,10,2019-10-12,2019-10-12 2121526,2121526,446199,1,12,6,1,2,1,1,4,5
16912,16,9,2019-09-16,2019-09-16 2115540,2115540,236110,3,4,2,3,2,2,2,4,2
20413,6,9,2019-09-06,2019-09-06 2102052,2102052,236110,4,4,5,5,2,2,2,4,3
20093,13,8,2019-08-13,2019-08-13 2082246,2082246,236220,4,4,5,5,2,2,2,2,3
13002,29,7,2019-07-29,2019-07-29 2103701,2103701,236220,2,4,6,4,2,2,2,3,4
10491,18,3,2019-03-18,2019-03-18 2045006,2045006,236110,2,4,6,4,2,2,2,4,4
22028,18,11,2019-11-18,2019-11-18 1593809,1593809,493120,4,6,4,3,1,1,2,4,3
10120,29,10,2019-10-29,2019-10-29 2042116,2042116,237130,2,4,6,4,2,2,2,1,4
17231,4,11,2019-11-04,2019-11-04 2127383,2127383,417910,3,12,7,1,2,1,1,1,5
3702,28,3,2019-03-28,2019-03-28 2033125,2033125,236110,1,4,4,5,2,2,2,3,2
8768,5,12,2019-12-05,2019-12-05 1773094,1773094,454390,2,12,7,1,2,1,1,2,5
3758,30,9,2019-09-30,2019-09-30 245619,245619,623310,1,8,4,1,1,2,1,1,4
4327,5,1,2019-01-05,2019-01-05 2052738,2052738,238160,1,4,4,5,2,2,2,3,2
25975,22,1,2019-01-22,2019-01-22 1112583,1112583,212233,5,2,1,3,1,2,1,1,1
26976,7,6,2019-06-07,2019-06-07 351565,351565,212323,5,2,1,3,1,2,1,3,1
24138,22,5,2019-05-22,2019-05-22 2014481,2014481,212314,5,2,1,3,1,2,1,4,1
10223,5,6,2019-06-05,2019-06-05 2074762,2074762,237110,2,4,6,4,2,2,2,2,4
8060,5,10,2019-10-05,2019-10-05 2120463,2120463,236110,2,4,6,4,2,2,2,3,4
15723,21,6,2019-06-21,2019-06-21 2091578,2091578,238160,3,4,2,3,2,2,2,3,2
26761,10,5,2019-05-10,2019-05-10 2081874,2081874,238160,5,4,2,4,2,2,2,1,1
11895,14,7,2019-07-14,2019-07-14 2097105,2097105,238160,2,4,6,4,2,2,2,2,4
3392,9,7,2019-07-09,2019-07-09 2092723,2092723,236220,1,4,4,5,2,2,2,2,2
10810,3,9,2019-09-03,2019-09-03 2065176,2065176,236210,2,4,6,4,2,2,2,1,4
10132,25,4,2019-04-25,2019-04-25 2071544,2071544,237130,2,4,6,4,2,2,2,3,4
12285,11,10,2019-10-11,2019-10-11 2042609,2042609,236110,2,4,6,4,2,2,2,3,4
2571,2,12,2019-12-02,2019-12-02 2133161,2133161,236110,1,4,4,5,2,2,2,4,2
8674,4,11,2019-11-04,2019-11-04 1885121,1885121,541370,2,12,7,1,2,1,1,1,5
22082,14,12,2019-12-14,2019-12-14 43087,43087,811111,4,10,3,2,1,1,2,4,2
10832,18,3,2019-03-18,2019-03-18 2051015,2051015,236220,2,4,6,4,2,2,2,3,4
23290,11,7,2019-07-11,2019-07-11 2066667,2066667,238910,4,4,5,5,2,2,2,1,3
12231,30,5,2019-05-30,2019-05-30 1600487,1600487,562210,2,12,7,1,2,1,1,3,5
6352,27,6,2019-06-27,2019-06-27 2091813,2091813,236220,2,4,6,4,2,2,2,4,4
13419,3,4,2019-04-03,2019-04-03 2066313,2066313,236220,2,4,6,4,2,2,2,2,4
2443,24,6,2019-06-24,2019-06-24 2048779,2048779,236220,1,4,4,5,2,2,2,4,2
8085,12,6,2019-06-12,2019-06-12 2089880,2089880,236110,2,4,6,4,2,2,2,3,4
26719,15,8,2019-08-15,2019-08-15 96013,96013,212220,5,2,1,3,1,2,1,3,1
25770,5,3,2019-03-05,2019-03-05 4761,4761,212232,5,2,1,3,1,2,1,4,1
2764,9,5,2019-05-09,2019-05-09 2051557,2051557,236220,1,4,4,5,2,2,2,3,2
15768,10,4,2019-04-10,2019-04-10 2075883,2075883,238160,3,4,2,3,2,2,2,4,2
791,7,11,2019-11-07,2019-11-07 2129119,2129119,913140,1,11,1,1,1,2,1,3,1
20025,8,10,2019-10-08,2019-10-08 1097713,1097713,332999,4,5,7,2,1,1,2,1,5
7026,29,10,2019-10-29,2019-10-29 2095672,2095672,236110,2,4,6,4,2,2,2,4,4
7005,26,9,2019-09-26,2019-09-26 2086137,2086137,236220,2,4,6,4,2,2,2,1,4
8299,24,6,2019-06-24,2019-06-24 326641,326641,711217,2,12,7,1,2,1,1,1,5
19905,18,12,2019-12-18,2019-12-18 385140,385140,445310,4,12,7,1,2,1,1,1,5
2336,21,8,2019-08-21,2019-08-21 1348226,1348226,115310,1,1,1,5,1,1,2,2,1
5283,8,5,2019-05-08,2019-05-08 2023984,2023984,237310,2,4,6,4,2,2,2,2,4
21347,24,7,2019-07-24,2019-07-24 1656305,1656305,812116,4,10,3,2,1,1,2,3,2
1196,13,8,2019-08-13,2019-08-13 2105502,2105502,237120,1,4,4,5,2,2,2,1,2
19608,31,1,2019-01-31,2019-01-31 1978386,1978386,332710,4,5,7,2,1,1,2,1,5
9922,5,12,2019-12-05,2019-12-05 2134902,2134902,236110,2,4,6,4,2,2,2,4,4
17926,24,7,2019-07-24,2019-07-24 2057478,2057478,238990,4,4,5,5,2,2,2,1,3
3046,21,2,2019-02-21,2019-02-21 2045768,2045768,236110,1,4,4,5,2,2,2,1,2
9488,15,6,2019-06-15,2019-06-15 2090907,2090907,236110,2,4,6,4,2,2,2,3,4
7599,17,1,2019-01-17,2019-01-17 2057620,2057620,722511,2,9,2,3,2,1,1,1,1
4511,8,5,2019-05-08,2019-05-08 1984430,1984430,236110,1,4,4,5,2,2,2,1,2
26570,10,10,2019-10-10,2019-10-10 2121617,2121617,722512,5,9,1,5,2,1,1,1,1
11815,29,4,2019-04-29,2019-04-29 2078153,2078153,444120,2,12,7,1,2,1,1,4,5
18500,15,9,2019-09-15,2019-09-15 2114015,2114015,236110,4,4,5,5,2,2,2,2,3
25649,24,4,2019-04-24,2019-04-24 1294505,1294505,452110,5,12,3,1,2,1,1,3,2
10336,10,6,2019-06-10,2019-06-10 1936242,1936242,236110,2,4,6,4,2,2,2,3,4
5249,23,7,2019-07-23,2019-07-23 2099821,2099821,236110,2,4,6,4,2,2,2,4,4
26473,16,5,2019-05-16,2019-05-16 2029085,2029085,236110,5,4,2,4,2,2,2,2,1
20362,4,1,2019-01-04,2019-01-04 2052760,2052760,237130,4,4,5,5,2,2,2,1,3
19964,31,1,2019-01-31,2019-01-31 1803690,1803690,522291,4,12,7,1,2,1,1,3,5
11370,3,7,2019-07-03,2019-07-03 2094359,2094359,238160,2,4,6,4,2,2,2,3,4
2868,12,8,2019-08-12,2019-08-12 2103566,2103566,238160,1,4,4,5,2,2,2,3,2
5503,15,2,2019-02-15,2019-02-15 2009584,2009584,236110,2,4,6,4,2,2,2,3,4
19712,24,5,2019-05-24,2019-05-24 1145331,1145331,332710,4,5,7,2,1,1,2,4,5
22295,5,2,2019-02-05,2019-02-05 1997118,1997118,236110,4,4,5,5,2,2,2,3,3
6768,28,5,2019-05-28,2019-05-28 2080107,2080107,237110,2,4,6,4,2,2,2,1,4
21438,5,12,2019-12-05,2019-12-05 2134234,2134234,812115,4,10,3,2,1,1,2,3,2
6857,18,3,2019-03-18,2019-03-18 2069079,2069079,236110,2,4,6,4,2,2,2,3,4
18334,16,10,2019-10-16,2019-10-16 2074099,2074099,237110,4,4,5,5,2,2,2,3,3
3699,10,6,2019-06-10,2019-06-10 2083327,2083327,237110,1,4,4,5,2,2,2,1,2
18753,25,3,2019-03-25,2019-03-25 2060426,2060426,236110,4,4,5,5,2,2,2,2,3
1725,30,7,2019-07-30,2019-07-30 2037998,2037998,236110,1,4,4,5,2,2,2,1,2
15608,26,8,2019-08-26,2019-08-26 1840621,1840621,414450,3,12,7,1,2,1,1,1,5
25386,21,3,2019-03-21,2019-03-21 1851446,1851446,236220,5,4,2,4,2,2,2,1,1
8487,5,6,2019-06-05,2019-06-05 2078087,2078087,237110,2,4,6,4,2,2,2,1,4
1794,6,5,2019-05-06,2019-05-06 2080286,2080286,238160,1,4,4,5,2,2,2,4,2
24808,8,8,2019-08-08,2019-08-08 2016771,2016771,237310,5,4,2,4,2,2,2,3,1
18089,16,9,2019-09-16,2019-09-16 1914328,1914328,236220,4,4,5,5,2,2,2,1,3
21350,26,9,2019-09-26,2019-09-26 2120869,2120869,621390,4,8,7,2,1,2,1,3,5
7170,6,8,2019-08-06,2019-08-06 69236,69236,622111,2,8,5,2,1,2,1,1,4
19428,10,1,2019-01-10,2019-01-10 1292563,1292563,446110,4,12,7,1,2,1,1,3,5
284,31,1,2019-01-31,2019-01-31 2028074,2028074,236110,1,4,4,5,2,2,2,3,2
1594,10,7,2019-07-10,2019-07-10 2096280,2096280,812115,1,10,1,2,1,1,2,4,1
721,27,5,2019-05-27,2019-05-27 2046649,2046649,236110,1,4,4,5,2,2,2,1,2
26086,23,9,2019-09-23,2019-09-23 70054,70054,623110,5,8,3,1,1,2,1,1,2
