Industry Sector,Age Group,Year,NoLostTime,Lost Time,Deaths,,,,,,,,,,,,,
Agriculture,15-19,2015,139,68,0,,,,,,,,,,,,,
Agriculture,20-24,2015,387,232,0,,,,,,,,,,,,,
Agriculture,25-29,2015,283,180,0,,,,,,,,,,,,,
Agriculture,30-34,2015,210,138,0,,,,,,,,,,,,,
Agriculture,35-39,2015,205,103,1,,,,,,,,,,,,,
Agriculture,40-44,2015,190,107,0,,,,,,,,,,,,,
Agriculture,45-49,2015,156,112,0,,,,,,,,,,,,,
Agriculture,50-54,2015,156,95,0,,,,,,,,,,,,,
Agriculture,55-59,2015,107,62,0,,,,,,,,,,,,,
Agriculture,60-64,2015,64,39,0,,,,,,,,,,,,,
Agriculture,65+,2015,34,18,1,,,,,,,,,,,,,
Agriculture,Not Available,2015,7,3,0,,,,,,,,,,,,,
Automotive,15-19,2015,186,27,0,,,,,,,,,,,,,
Automotive,20-24,2015,801,110,0,,,,,,,,,,,,,
Automotive,25-29,2015,743,102,0,,,,,,,,,,,,,
Automotive,30-34,2015,809,115,0,,,,,,,,,,,,,
Automotive,35-39,2015,859,147,0,,,,,,,,,,,,,
Automotive,40-44,2015,998,192,0,,,,,,,,,,,,,
Automotive,45-49,2015,1096,218,0,,,,,,,,,,,,,
Automotive,50-54,2015,1215,250,0,,,,,,,,,,,,,
Automotive,55-59,2015,841,150,0,,,,,,,,,,,,,
Automotive,60-64,2015,358,93,0,,,,,,,,,,,,,
Automotive,65+,2015,131,21,1,,,,,,,,,,,,,
Automotive,Not Available,2015,5,0,0,,,,,,,,,,,,,
Chemicals/Process,15-19,2015,35,4,0,,,,,,,,,,,,,
Chemicals/Process,20-24,2015,176,44,0,,,,,,,,,,,,,
Chemicals/Process,25-29,2015,193,66,0,,,,,,,,,,,,,
Chemicals/Process,30-34,2015,216,64,0,,,,,,,,,,,,,
Chemicals/Process,35-39,2015,204,57,0,,,,,,,,,,,,,
Chemicals/Process,40-44,2015,292,69,0,,,,,,,,,,,,,
Chemicals/Process,45-49,2015,347,79,0,,,,,,,,,,,,,
Chemicals/Process,50-54,2015,353,96,1,,,,,,,,,,,,,
Chemicals/Process,55-59,2015,273,85,0,,,,,,,,,,,,,
Chemicals/Process,60-64,2015,140,44,1,,,,,,,,,,,,,
Chemicals/Process,65+,2015,100,24,0,,,,,,,,,,,,,
Chemicals/Process,Not Available,2015,1,0,0,,,,,,,,,,,,,
Construction,15-19,2015,474,115,0,,,,,,,,,,,,,
Construction,20-24,2015,1991,564,1,,,,,,,,,,,,,
Construction,25-29,2015,2328,625,1,,,,,,,,,,,,,
Construction,30-34,2015,2057,548,2,,,,,,,,,,,,,
Construction,35-39,2015,1608,474,4,,,,,,,,,,,,,
Construction,40-44,2015,1204,407,5,,,,,,,,,,,,,
Construction,45-49,2015,1265,479,2,,,,,,,,,,,,,
Construction,50-54,2015,1236,471,2,,,,,,,,,,,,,
Construction,55-59,2015,844,350,2,,,,,,,,,,,,,
Construction,60-64,2015,434,165,0,,,,,,,,,,,,,
Construction,65+,2015,370,73,0,,,,,,,,,,,,,
Construction,Not Available,2015,13,0,0,,,,,,,,,,,,,
Education,15-19,2015,268,77,0,,,,,,,,,,,,,
Education,20-24,2015,112,31,0,,,,,,,,,,,,,
Education,25-29,2015,92,25,0,,,,,,,,,,,,,
Education,30-34,2015,86,23,0,,,,,,,,,,,,,
Education,35-39,2015,88,34,0,,,,,,,,,,,,,
Education,40-44,2015,100,43,0,,,,,,,,,,,,,
Education,45-49,2015,136,60,0,,,,,,,,,,,,,
Education,50-54,2015,174,91,0,,,,,,,,,,,,,
Education,55-59,2015,142,68,0,,,,,,,,,,,,,
Education,60-64,2015,76,52,0,,,,,,,,,,,,,
Education,65+,2015,37,13,0,,,,,,,,,,,,,
Education,Not Available,2015,7,0,0,,,,,,,,,,,,,
Electrical,15-19,2015,16,1,0,,,,,,,,,,,,,
Electrical,20-24,2015,155,27,0,,,,,,,,,,,,,
Electrical,25-29,2015,229,47,0,,,,,,,,,,,,,
Electrical,30-34,2015,229,62,0,,,,,,,,,,,,,
Electrical,35-39,2015,151,30,0,,,,,,,,,,,,,
Electrical,40-44,2015,125,36,0,,,,,,,,,,,,,
Electrical,45-49,2015,129,41,0,,,,,,,,,,,,,
Electrical,50-54,2015,171,34,0,,,,,,,,,,,,,
Electrical,55-59,2015,122,34,0,,,,,,,,,,,,,
Electrical,60-64,2015,54,10,0,,,,,,,,,,,,,
Electrical,65+,2015,36,9,0,,,,,,,,,,,,,
Electrical,Not Available,2015,2,0,0,,,,,,,,,,,,,
Food,15-19,2015,83,37,0,,,,,,,,,,,,,
Food,20-24,2015,331,76,0,,,,,,,,,,,,,
Food,25-29,2015,338,81,0,,,,,,,,,,,,,
Food,30-34,2015,362,83,0,,,,,,,,,,,,,
Food,35-39,2015,410,117,0,,,,,,,,,,,,,
Food,40-44,2015,463,131,0,,,,,,,,,,,,,
Food,45-49,2015,509,128,1,,,,,,,,,,,,,
Food,50-54,2015,566,138,0,,,,,,,,,,,,,
Food,55-59,2015,420,135,0,,,,,,,,,,,,,
Food,60-64,2015,266,71,0,,,,,,,,,,,,,
Food,65+,2015,103,26,0,,,,,,,,,,,,,
Food,Not Available,2015,10,0,0,,,,,,,,,,,,,
Forestry,15-19,2015,37,13,0,,,,,,,,,,,,,
Forestry,20-24,2015,77,27,0,,,,,,,,,,,,,
Forestry,25-29,2015,75,15,0,,,,,,,,,,,,,
Forestry,30-34,2015,48,10,0,,,,,,,,,,,,,
Forestry,35-39,2015,40,11,0,,,,,,,,,,,,,
Forestry,40-44,2015,44,9,0,,,,,,,,,,,,,
Forestry,45-49,2015,54,17,0,,,,,,,,,,,,,
Forestry,50-54,2015,70,30,2,,,,,,,,,,,,,
Forestry,55-59,2015,65,18,0,,,,,,,,,,,,,
Forestry,60-64,2015,42,13,0,,,,,,,,,,,,,
Forestry,65+,2015,46,2,0,,,,,,,,,,,,,
Forestry,Not Available,2015,1,0,0,,,,,,,,,,,,,
Health Care,15-19,2015,63,48,0,,,,,,,,,,,,,
Health Care,20-24,2015,959,366,0,,,,,,,,,,,,,
Health Care,25-29,2015,1669,660,1,,,,,,,,,,,,,
Health Care,30-34,2015,1630,692,0,,,,,,,,,,,,,
Health Care,35-39,2015,1517,718,0,,,,,,,,,,,,,
Health Care,40-44,2015,1715,816,0,,,,,,,,,,,,,
Health Care,45-49,2015,1797,877,0,,,,,,,,,,,,,
Health Care,50-54,2015,2173,932,0,,,,,,,,,,,,,
Health Care,55-59,2015,1583,685,0,,,,,,,,,,,,,
Health Care,60-64,2015,861,428,0,,,,,,,,,,,,,
Health Care,65+,2015,257,135,1,,,,,,,,,,,,,
Health Care,Not Available,2015,10,0,0,,,,,,,,,,,,,
Manufacturing,15-19,2015,636,140,0,,,,,,,,,,,,,
Manufacturing,20-24,2015,2194,509,0,,,,,,,,,,,,,
Manufacturing,25-29,2015,2269,561,0,,,,,,,,,,,,,
Manufacturing,30-34,2015,1965,539,0,,,,,,,,,,,,,
Manufacturing,35-39,2015,1853,520,1,,,,,,,,,,,,,
Manufacturing,40-44,2015,1901,559,0,,,,,,,,,,,,,
Manufacturing,45-49,2015,2076,682,1,,,,,,,,,,,,,
Manufacturing,50-54,2015,2410,810,0,,,,,,,,,,,,,
Manufacturing,55-59,2015,1902,709,0,,,,,,,,,,,,,
Manufacturing,60-64,2015,1201,439,3,,,,,,,,,,,,,
Manufacturing,65+,2015,782,176,1,,,,,,,,,,,,,
Manufacturing,Not Available,2015,21,1,0,,,,,,,,,,,,,
Mining,15-19,2015,30,2,0,,,,,,,,,,,,,
Mining,20-24,2015,106,17,1,,,,,,,,,,,,,
Mining,25-29,2015,132,14,0,,,,,,,,,,,,,
Mining,30-34,2015,146,17,0,,,,,,,,,,,,,
Mining,35-39,2015,120,25,0,,,,,,,,,,,,,
Mining,40-44,2015,91,19,0,,,,,,,,,,,,,
Mining,45-49,2015,90,20,1,,,,,,,,,,,,,
Mining,50-54,2015,144,30,2,,,,,,,,,,,,,
Mining,55-59,2015,116,19,0,,,,,,,,,,,,,
Mining,60-64,2015,58,9,0,,,,,,,,,,,,,
Mining,65+,2015,86,9,0,,,,,,,,,,,,,
Mining,Not Available,2015,1,0,0,,,,,,,,,,,,,
Municipal,15-19,2015,90,20,0,,,,,,,,,,,,,
Municipal,20-24,2015,126,39,0,,,,,,,,,,,,,
Municipal,25-29,2015,98,37,0,,,,,,,,,,,,,
Municipal,30-34,2015,124,62,0,,,,,,,,,,,,,
Municipal,35-39,2015,143,65,0,,,,,,,,,,,,,
Municipal,40-44,2015,111,72,0,,,,,,,,,,,,,
Municipal,45-49,2015,143,88,0,,,,,,,,,,,,,
Municipal,50-54,2015,179,88,0,,,,,,,,,,,,,
Municipal,55-59,2015,124,61,1,,,,,,,,,,,,,
Municipal,60-64,2015,93,31,0,,,,,,,,,,,,,
Municipal,65+,2015,46,14,0,,,,,,,,,,,,,
Municipal,Not Available,2015,2,0,0,,,,,,,,,,,,,
Primary Metals,15-19,2015,10,9,0,,,,,,,,,,,,,
Primary Metals,20-24,2015,74,8,1,,,,,,,,,,,,,
Primary Metals,25-29,2015,117,13,0,,,,,,,,,,,,,
Primary Metals,30-34,2015,111,13,0,,,,,,,,,,,,,
Primary Metals,35-39,2015,131,11,0,,,,,,,,,,,,,
Primary Metals,40-44,2015,152,13,0,,,,,,,,,,,,,
Primary Metals,45-49,2015,164,14,0,,,,,,,,,,,,,
Primary Metals,50-54,2015,245,34,0,,,,,,,,,,,,,
Primary Metals,55-59,2015,196,27,0,,,,,,,,,,,,,
Primary Metals,60-64,2015,101,12,0,,,,,,,,,,,,,
Primary Metals,65+,2015,72,7,0,,,,,,,,,,,,,
Primary Metals,Not Available,2015,1,0,0,,,,,,,,,,,,,
Pulp & Paper,15-19,2015,5,0,0,,,,,,,,,,,,,
Pulp & Paper,20-24,2015,25,4,0,,,,,,,,,,,,,
Pulp & Paper,25-29,2015,26,6,0,,,,,,,,,,,,,
Pulp & Paper,30-34,2015,35,7,0,,,,,,,,,,,,,
Pulp & Paper,35-39,2015,32,7,0,,,,,,,,,,,,,
Pulp & Paper,40-44,2015,30,8,0,,,,,,,,,,,,,
Pulp & Paper,45-49,2015,43,13,0,,,,,,,,,,,,,
Pulp & Paper,50-54,2015,65,10,0,,,,,,,,,,,,,
Pulp & Paper,55-59,2015,79,15,0,,,,,,,,,,,,,
Pulp & Paper,60-64,2015,35,8,0,,,,,,,,,,,,,
Pulp & Paper,65+,2015,46,3,0,,,,,,,,,,,,,
Pulp & Paper,Not Available,2015,0,0,0,,,,,,,,,,,,,
Schedule 2,15-19,2015,250,108,0,,,,,,,,,,,,,
Schedule 2,20-24,2015,759,350,0,,,,,,,,,,,,,
Schedule 2,25-29,2015,1265,841,0,,,,,,,,,,,,,
Schedule 2,30-34,2015,1523,1309,1,,,,,,,,,,,,,
Schedule 2,35-39,2015,1737,1535,0,,,,,,,,,,,,,
Schedule 2,40-44,2015,1856,1843,1,,,,,,,,,,,,,
Schedule 2,45-49,2015,2046,1930,0,,,,,,,,,,,,,
Schedule 2,50-54,2015,2300,2143,0,,,,,,,,,,,,,
Schedule 2,55-59,2015,1736,1596,1,,,,,,,,,,,,,
Schedule 2,60-64,2015,732,726,1,,,,,,,,,,,,,
Schedule 2,65+,2015,407,235,0,,,,,,,,,,,,,
Schedule 2,Not Available,2015,18,1,0,,,,,,,,,,,,,
Services,15-19,2015,3158,1067,0,,,,,,,,,,,,,
Services,20-24,2015,5235,1961,1,,,,,,,,,,,,,
Services,25-29,2015,3458,1522,0,,,,,,,,,,,,,
Services,30-34,2015,2703,1145,0,,,,,,,,,,,,,
Services,35-39,2015,2274,1025,1,,,,,,,,,,,,,
Services,40-44,2015,2286,1046,0,,,,,,,,,,,,,
Services,45-49,2015,2326,1178,1,,,,,,,,,,,,,
Services,50-54,2015,2560,1345,1,,,,,,,,,,,,,
Services,55-59,2015,2005,1065,0,,,,,,,,,,,,,
Services,60-64,2015,1167,619,1,,,,,,,,,,,,,
Services,65+,2015,646,358,0,,,,,,,,,,,,,
Services,Not Available,2015,66,8,0,,,,,,,,,,,,,
Transportation,15-19,2015,272,83,0,,,,,,,,,,,,,
Transportation,20-24,2015,989,294,1,,,,,,,,,,,,,
Transportation,25-29,2015,961,392,1,,,,,,,,,,,,,
Transportation,30-34,2015,968,382,1,,,,,,,,,,,,,
Transportation,35-39,2015,849,395,0,,,,,,,,,,,,,
Transportation,40-44,2015,892,474,2,,,,,,,,,,,,,
Transportation,45-49,2015,1013,517,3,,,,,,,,,,,,,
Transportation,50-54,2015,1044,579,2,,,,,,,,,,,,,
Transportation,55-59,2015,848,498,0,,,,,,,,,,,,,
Transportation,60-64,2015,478,334,0,,,,,,,,,,,,,
Transportation,65+,2015,327,142,1,,,,,,,,,,,,,
Transportation,Not Available,2015,10,1,0,,,,,,,,,,,,,
Agriculture,15-19,2016,132,85,0,,,,,,,,,,,,,
Agriculture,20-24,2016,352,222,0,,,,,,,,,,,,,
Agriculture,25-29,2016,320,205,0,,,,,,,,,,,,,
Agriculture,30-34,2016,269,156,0,,,,,,,,,,,,,
Agriculture,35-39,2016,205,118,0,,,,,,,,,,,,,
Agriculture,40-44,2016,186,110,2,,,,,,,,,,,,,
Agriculture,45-49,2016,182,88,0,,,,,,,,,,,,,
Agriculture,50-54,2016,134,108,0,,,,,,,,,,,,,
Agriculture,55-59,2016,119,78,0,,,,,,,,,,,,,
Agriculture,60-64,2016,44,48,1,,,,,,,,,,,,,
Agriculture,65+,2016,34,25,0,,,,,,,,,,,,,
Agriculture,Not Available,2016,3,0,0,,,,,,,,,,,,,
Automotive,15-19,2016,225,46,0,,,,,,,,,,,,,
Automotive,20-24,2016,900,141,0,,,,,,,,,,,,,
Automotive,25-29,2016,859,127,0,,,,,,,,,,,,,
Automotive,30-34,2016,834,146,0,,,,,,,,,,,,,
Automotive,35-39,2016,884,192,0,,,,,,,,,,,,,
Automotive,40-44,2016,962,219,0,,,,,,,,,,,,,
Automotive,45-49,2016,1099,254,0,,,,,,,,,,,,,
Automotive,50-54,2016,1088,275,0,,,,,,,,,,,,,
Automotive,55-59,2016,794,188,0,,,,,,,,,,,,,
Automotive,60-64,2016,372,91,0,,,,,,,,,,,,,
Automotive,65+,2016,121,17,0,,,,,,,,,,,,,
Automotive,Not Available,2016,3,0,0,,,,,,,,,,,,,
Chemicals/Process,15-19,2016,41,2,0,,,,,,,,,,,,,
Chemicals/Process,20-24,2016,165,52,0,,,,,,,,,,,,,
Chemicals/Process,25-29,2016,210,72,0,,,,,,,,,,,,,
Chemicals/Process,30-34,2016,190,91,0,,,,,,,,,,,,,
Chemicals/Process,35-39,2016,221,76,0,,,,,,,,,,,,,
Chemicals/Process,40-44,2016,258,93,0,,,,,,,,,,,,,
Chemicals/Process,45-49,2016,279,103,0,,,,,,,,,,,,,
Chemicals/Process,50-54,2016,355,105,0,,,,,,,,,,,,,
Chemicals/Process,55-59,2016,281,111,0,,,,,,,,,,,,,
Chemicals/Process,60-64,2016,167,56,0,,,,,,,,,,,,,
Chemicals/Process,65+,2016,92,21,0,,,,,,,,,,,,,
Chemicals/Process,Not Available,2016,0,0,0,,,,,,,,,,,,,
Construction,15-19,2016,413,144,1,,,,,,,,,,,,,
Construction,20-24,2016,2065,583,1,,,,,,,,,,,,,
Construction,25-29,2016,2354,712,3,,,,,,,,,,,,,
Construction,30-34,2016,2033,589,1,,,,,,,,,,,,,
Construction,35-39,2016,1643,531,0,,,,,,,,,,,,,
Construction,40-44,2016,1291,418,6,,,,,,,,,,,,,
Construction,45-49,2016,1189,448,1,,,,,,,,,,,,,
Construction,50-54,2016,1256,518,3,,,,,,,,,,,,,
Construction,55-59,2016,934,383,2,,,,,,,,,,,,,
Construction,60-64,2016,487,191,3,,,,,,,,,,,,,
Construction,65+,2016,406,78,1,,,,,,,,,,,,,
Construction,Not Available,2016,9,0,1,,,,,,,,,,,,,
Education,15-19,2016,266,84,0,,,,,,,,,,,,,
Education,20-24,2016,104,40,0,,,,,,,,,,,,,
Education,25-29,2016,105,40,0,,,,,,,,,,,,,
Education,30-34,2016,78,46,0,,,,,,,,,,,,,
Education,35-39,2016,85,48,0,,,,,,,,,,,,,
Education,40-44,2016,97,52,0,,,,,,,,,,,,,
Education,45-49,2016,115,62,0,,,,,,,,,,,,,
Education,50-54,2016,143,82,0,,,,,,,,,,,,,
Education,55-59,2016,128,72,0,,,,,,,,,,,,,
Education,60-64,2016,100,47,1,,,,,,,,,,,,,
Education,65+,2016,45,12,0,,,,,,,,,,,,,
Education,Not Available,2016,7,0,0,,,,,,,,,,,,,
Electrical,15-19,2016,21,4,0,,,,,,,,,,,,,
Electrical,20-24,2016,155,29,0,,,,,,,,,,,,,
Electrical,25-29,2016,223,54,0,,,,,,,,,,,,,
Electrical,30-34,2016,238,52,0,,,,,,,,,,,,,
Electrical,35-39,2016,169,37,0,,,,,,,,,,,,,
Electrical,40-44,2016,146,42,0,,,,,,,,,,,,,
Electrical,45-49,2016,144,47,0,,,,,,,,,,,,,
Electrical,50-54,2016,176,44,0,,,,,,,,,,,,,
Electrical,55-59,2016,107,38,0,,,,,,,,,,,,,
Electrical,60-64,2016,50,18,0,,,,,,,,,,,,,
Electrical,65+,2016,30,4,0,,,,,,,,,,,,,
Electrical,Not Available,2016,0,0,0,,,,,,,,,,,,,
Food,15-19,2016,93,25,0,,,,,,,,,,,,,
Food,20-24,2016,387,95,0,,,,,,,,,,,,,
Food,25-29,2016,365,114,0,,,,,,,,,,,,,
Food,30-34,2016,379,112,0,,,,,,,,,,,,,
Food,35-39,2016,407,111,0,,,,,,,,,,,,,
Food,40-44,2016,443,121,1,,,,,,,,,,,,,
Food,45-49,2016,478,136,0,,,,,,,,,,,,,
Food,50-54,2016,519,150,0,,,,,,,,,,,,,
Food,55-59,2016,448,126,0,,,,,,,,,,,,,
Food,60-64,2016,242,102,0,,,,,,,,,,,,,
Food,65+,2016,109,28,0,,,,,,,,,,,,,
Food,Not Available,2016,0,0,0,,,,,,,,,,,,,
Forestry,15-19,2016,32,13,0,,,,,,,,,,,,,
Forestry,20-24,2016,106,23,0,,,,,,,,,,,,,
Forestry,25-29,2016,53,26,0,,,,,,,,,,,,,
Forestry,30-34,2016,42,14,0,,,,,,,,,,,,,
Forestry,35-39,2016,43,11,0,,,,,,,,,,,,,
Forestry,40-44,2016,50,22,1,,,,,,,,,,,,,
Forestry,45-49,2016,39,17,0,,,,,,,,,,,,,
Forestry,50-54,2016,53,20,0,,,,,,,,,,,,,
Forestry,55-59,2016,47,20,0,,,,,,,,,,,,,
Forestry,60-64,2016,30,10,0,,,,,,,,,,,,,
Forestry,65+,2016,43,4,0,,,,,,,,,,,,,
Forestry,Not Available,2016,0,0,0,,,,,,,,,,,,,
Health Care,15-19,2016,78,38,0,,,,,,,,,,,,,
Health Care,20-24,2016,1006,402,0,,,,,,,,,,,,,
Health Care,25-29,2016,1647,709,0,,,,,,,,,,,,,
Health Care,30-34,2016,1625,750,0,,,,,,,,,,,,,
Health Care,35-39,2016,1561,770,0,,,,,,,,,,,,,
Health Care,40-44,2016,1656,793,0,,,,,,,,,,,,,
Health Care,45-49,2016,1825,923,0,,,,,,,,,,,,,
Health Care,50-54,2016,2067,1074,0,,,,,,,,,,,,,
Health Care,55-59,2016,1703,779,0,,,,,,,,,,,,,
Health Care,60-64,2016,876,471,0,,,,,,,,,,,,,
Health Care,65+,2016,280,193,0,,,,,,,,,,,,,
Health Care,Not Available,2016,1,0,0,,,,,,,,,,,,,
Manufacturing,15-19,2016,604,147,0,,,,,,,,,,,,,
Manufacturing,20-24,2016,2249,585,0,,,,,,,,,,,,,
Manufacturing,25-29,2016,2168,639,2,,,,,,,,,,,,,
Manufacturing,30-34,2016,1862,593,0,,,,,,,,,,,,,
Manufacturing,35-39,2016,1741,629,1,,,,,,,,,,,,,
Manufacturing,40-44,2016,1890,588,1,,,,,,,,,,,,,
Manufacturing,45-49,2016,1996,786,2,,,,,,,,,,,,,
Manufacturing,50-54,2016,2296,853,3,,,,,,,,,,,,,
Manufacturing,55-59,2016,1860,788,0,,,,,,,,,,,,,
Manufacturing,60-64,2016,1142,529,0,,,,,,,,,,,,,
Manufacturing,65+,2016,746,244,1,,,,,,,,,,,,,
Manufacturing,Not Available,2016,9,2,0,,,,,,,,,,,,,
Mining,15-19,2016,13,3,0,,,,,,,,,,,,,
Mining,20-24,2016,86,11,0,,,,,,,,,,,,,
Mining,25-29,2016,117,13,0,,,,,,,,,,,,,
Mining,30-34,2016,138,31,0,,,,,,,,,,,,,
Mining,35-39,2016,123,21,0,,,,,,,,,,,,,
Mining,40-44,2016,106,16,0,,,,,,,,,,,,,
Mining,45-49,2016,92,17,0,,,,,,,,,,,,,
Mining,50-54,2016,105,25,0,,,,,,,,,,,,,
Mining,55-59,2016,113,20,0,,,,,,,,,,,,,
Mining,60-64,2016,83,10,0,,,,,,,,,,,,,
Mining,65+,2016,77,2,0,,,,,,,,,,,,,
Mining,Not Available,2016,0,0,0,,,,,,,,,,,,,
Municipal,15-19,2016,100,27,0,,,,,,,,,,,,,
Municipal,20-24,2016,106,40,0,,,,,,,,,,,,,
Municipal,25-29,2016,113,39,0,,,,,,,,,,,,,
Municipal,30-34,2016,117,50,1,,,,,,,,,,,,,
Municipal,35-39,2016,114,69,0,,,,,,,,,,,,,
Municipal,40-44,2016,142,84,0,,,,,,,,,,,,,
Municipal,45-49,2016,140,78,0,,,,,,,,,,,,,
Municipal,50-54,2016,144,98,0,,,,,,,,,,,,,
Municipal,55-59,2016,107,68,0,,,,,,,,,,,,,
Municipal,60-64,2016,90,30,0,,,,,,,,,,,,,
Municipal,65+,2016,56,16,0,,,,,,,,,,,,,
Municipal,Not Available,2016,2,1,0,,,,,,,,,,,,,
Primary Metals,15-19,2016,18,3,0,,,,,,,,,,,,,
Primary Metals,20-24,2016,67,5,0,,,,,,,,,,,,,
Primary Metals,25-29,2016,115,13,0,,,,,,,,,,,,,
Primary Metals,30-34,2016,150,13,0,,,,,,,,,,,,,
Primary Metals,35-39,2016,126,22,0,,,,,,,,,,,,,
Primary Metals,40-44,2016,160,20,0,,,,,,,,,,,,,
Primary Metals,45-49,2016,156,18,0,,,,,,,,,,,,,
Primary Metals,50-54,2016,217,32,0,,,,,,,,,,,,,
Primary Metals,55-59,2016,229,20,0,,,,,,,,,,,,,
Primary Metals,60-64,2016,100,8,0,,,,,,,,,,,,,
Primary Metals,65+,2016,100,8,0,,,,,,,,,,,,,
Primary Metals,Not Available,2016,0,0,0,,,,,,,,,,,,,
Pulp & Paper,15-19,2016,5,0,0,,,,,,,,,,,,,
Pulp & Paper,20-24,2016,20,5,0,,,,,,,,,,,,,
Pulp & Paper,25-29,2016,38,3,0,,,,,,,,,,,,,
Pulp & Paper,30-34,2016,36,9,0,,,,,,,,,,,,,
Pulp & Paper,35-39,2016,40,6,0,,,,,,,,,,,,,
Pulp & Paper,40-44,2016,40,12,0,,,,,,,,,,,,,
Pulp & Paper,45-49,2016,42,11,0,,,,,,,,,,,,,
Pulp & Paper,50-54,2016,68,10,0,,,,,,,,,,,,,
Pulp & Paper,55-59,2016,81,14,1,,,,,,,,,,,,,
Pulp & Paper,60-64,2016,31,13,0,,,,,,,,,,,,,
Pulp & Paper,65+,2016,38,4,0,,,,,,,,,,,,,
Pulp & Paper,Not Available,2016,0,0,0,,,,,,,,,,,,,
Schedule 2,15-19,2016,248,132,0,,,,,,,,,,,,,
Schedule 2,20-24,2016,787,434,1,,,,,,,,,,,,,
Schedule 2,25-29,2016,1307,987,0,,,,,,,,,,,,,
Schedule 2,30-34,2016,1581,1438,0,,,,,,,,,,,,,
Schedule 2,35-39,2016,1671,1769,0,,,,,,,,,,,,,
Schedule 2,40-44,2016,1803,1913,0,,,,,,,,,,,,,
Schedule 2,45-49,2016,1988,2054,1,,,,,,,,,,,,,
Schedule 2,50-54,2016,2255,2406,0,,,,,,,,,,,,,
Schedule 2,55-59,2016,1723,1792,1,,,,,,,,,,,,,
Schedule 2,60-64,2016,798,786,0,,,,,,,,,,,,,
Schedule 2,65+,2016,450,269,1,,,,,,,,,,,,,
Schedule 2,Not Available,2016,6,2,0,,,,,,,,,,,,,
Services,15-19,2016,3152,1136,0,,,,,,,,,,,,,
Services,20-24,2016,5244,2315,1,,,,,,,,,,,,,
Services,25-29,2016,3617,1764,0,,,,,,,,,,,,,
Services,30-34,2016,2586,1286,0,,,,,,,,,,,,,
Services,35-39,2016,2253,1167,1,,,,,,,,,,,,,
Services,40-44,2016,2101,1182,0,,,,,,,,,,,,,
Services,45-49,2016,2239,1229,2,,,,,,,,,,,,,
Services,50-54,2016,2384,1449,0,,,,,,,,,,,,,
Services,55-59,2016,2144,1221,1,,,,,,,,,,,,,
Services,60-64,2016,1192,802,0,,,,,,,,,,,,,
Services,65+,2016,665,379,2,,,,,,,,,,,,,
Services,Not Available,2016,49,8,0,,,,,,,,,,,,,
Transportation,15-19,2016,244,94,0,,,,,,,,,,,,,
Transportation,20-24,2016,965,329,0,,,,,,,,,,,,,
Transportation,25-29,2016,902,419,1,,,,,,,,,,,,,
Transportation,30-34,2016,927,437,0,,,,,,,,,,,,,
Transportation,35-39,2016,871,445,1,,,,,,,,,,,,,
Transportation,40-44,2016,929,529,2,,,,,,,,,,,,,
Transportation,45-49,2016,897,543,2,,,,,,,,,,,,,
Transportation,50-54,2016,1097,626,0,,,,,,,,,,,,,
Transportation,55-59,2016,861,593,1,,,,,,,,,,,,,
Transportation,60-64,2016,541,374,3,,,,,,,,,,,,,
Transportation,65+,2016,368,181,2,,,,,,,,,,,,,
Transportation,Not Available,2016,6,1,0,,,,,,,,,,,,,
Agriculture,15-19,2017,131,65,0,,,,,,,,,,,,,
Agriculture,20-24,2017,389,251,0,,,,,,,,,,,,,
Agriculture,25-29,2017,385,191,0,,,,,,,,,,,,,
Agriculture,30-34,2017,297,155,0,,,,,,,,,,,,,
Agriculture,35-39,2017,236,126,0,,,,,,,,,,,,,
Agriculture,40-44,2017,201,119,1,,,,,,,,,,,,,
Agriculture,45-49,2017,181,106,0,,,,,,,,,,,,,
Agriculture,50-54,2017,168,84,0,,,,,,,,,,,,,
Agriculture,55-59,2017,122,78,1,,,,,,,,,,,,,
Agriculture,60-64,2017,76,50,1,,,,,,,,,,,,,
Agriculture,65+,2017,38,24,0,,,,,,,,,,,,,
Agriculture,Not Available,2017,6,2,0,,,,,,,,,,,,,
Automotive,15-19,2017,167,19,0,,,,,,,,,,,,,
Automotive,20-24,2017,892,127,0,,,,,,,,,,,,,
Automotive,25-29,2017,885,162,0,,,,,,,,,,,,,
Automotive,30-34,2017,787,149,0,,,,,,,,,,,,,
Automotive,35-39,2017,800,170,0,,,,,,,,,,,,,
Automotive,40-44,2017,943,202,0,,,,,,,,,,,,,
Automotive,45-49,2017,1081,253,0,,,,,,,,,,,,,
Automotive,50-54,2017,1124,232,0,,,,,,,,,,,,,
Automotive,55-59,2017,863,207,0,,,,,,,,,,,,,
Automotive,60-64,2017,415,106,0,,,,,,,,,,,,,
Automotive,65+,2017,172,27,0,,,,,,,,,,,,,
Automotive,Not Available,2017,0,0,0,,,,,,,,,,,,,
Chemicals/Process,15-19,2017,36,13,0,,,,,,,,,,,,,
Chemicals/Process,20-24,2017,196,61,0,,,,,,,,,,,,,
Chemicals/Process,25-29,2017,247,81,0,,,,,,,,,,,,,
Chemicals/Process,30-34,2017,247,69,0,,,,,,,,,,,,,
Chemicals/Process,35-39,2017,249,80,0,,,,,,,,,,,,,
Chemicals/Process,40-44,2017,268,93,0,,,,,,,,,,,,,
Chemicals/Process,45-49,2017,310,90,0,,,,,,,,,,,,,
